category,date,units_sold,avg_price,avg_discount,promo_fraction,avg_competitor_pricing,dominant_weather,dominant_season,weekday,is_weekend,n_stores_reporting
Clothing,2022-01-01,3784,56.23681818181819,10.681818181818182,0.3181818181818182,57.665000000000006,Cloudy,Winter,Saturday,True,5
Clothing,2022-01-02,2326,59.45823529411764,9.117647058823529,0.47058823529411764,59.955882352941174,Rainy,Spring,Sunday,True,5
Clothing,2022-01-03,2524,69.03363636363636,11.136363636363637,0.45454545454545453,69.41227272727272,Cloudy,Spring,Monday,False,5
Clothing,2022-01-04,2280,57.059411764705885,9.705882352941176,0.7058823529411765,56.61588235294118,Sunny,Spring,Tuesday,False,5
Clothing,2022-01-05,1387,58.45700000000001,11.0,0.4,59.14,Cloudy,Summer,Wednesday,False,4
Clothing,2022-01-06,2302,59.414,9.5,0.35,59.854499999999994,Cloudy,Autumn,Thursday,False,5
Clothing,2022-01-07,1734,61.49055555555555,9.722222222222221,0.7777777777777778,61.67611111111111,Snowy,Summer,Friday,False,5
Clothing,2022-01-08,2547,49.094375,11.5625,0.8125,48.001875,Cloudy,Spring,Saturday,True,5
Clothing,2022-01-09,4312,61.49826086956522,10.652173913043478,0.4782608695652174,60.98521739130435,Cloudy,Summer,Sunday,True,5
Clothing,2022-01-10,3195,63.80952380952381,6.904761904761905,0.5238095238095238,63.4752380952381,Cloudy,Summer,Monday,False,5
Clothing,2022-01-11,4258,59.84428571428572,10.714285714285714,0.35714285714285715,60.08678571428572,Rainy,Summer,Tuesday,False,5
Clothing,2022-01-12,2025,53.36772727272727,10.909090909090908,0.5454545454545454,53.597272727272724,Cloudy,Autumn,Wednesday,False,5
Clothing,2022-01-13,1151,46.55571428571428,10.0,0.42857142857142855,46.65857142857143,Sunny,Autumn,Thursday,False,4
Clothing,2022-01-14,1419,49.56153846153846,10.384615384615385,0.46153846153846156,49.401538461538465,Rainy,Autumn,Friday,False,5
Clothing,2022-01-15,2438,57.412608695652175,8.91304347826087,0.5652173913043478,58.627826086956524,Snowy,Autumn,Saturday,True,5
Clothing,2022-01-16,3167,59.5495,11.0,0.55,59.077999999999996,Sunny,Winter,Sunday,True,5
Clothing,2022-01-17,3438,56.22578947368421,8.68421052631579,0.5263157894736842,56.904736842105265,Cloudy,Spring,Monday,False,5
Clothing,2022-01-18,2476,64.57555555555555,10.277777777777779,0.4444444444444444,64.76222222222222,Snowy,Autumn,Tuesday,False,5
Clothing,2022-01-19,1780,62.73388888888889,8.055555555555555,0.5,63.48111111111112,Cloudy,Spring,Wednesday,False,5
Clothing,2022-01-20,1710,55.61933333333333,11.666666666666666,0.3333333333333333,55.013333333333335,Rainy,Summer,Thursday,False,5
Clothing,2022-01-21,2202,62.794375,11.25,0.4375,63.640625,Cloudy,Winter,Friday,False,5
Clothing,2022-01-22,3309,57.40909090909091,10.0,0.5454545454545454,58.45090909090909,Cloudy,Autumn,Saturday,True,4
Clothing,2022-01-23,2747,59.16090909090909,7.5,0.4090909090909091,59.52,Cloudy,Autumn,Sunday,True,5
Clothing,2022-01-24,2011,57.34684210526316,10.789473684210526,0.47368421052631576,56.13421052631579,Rainy,Summer,Monday,False,5
Clothing,2022-01-25,3112,50.82952380952381,7.857142857142857,0.6190476190476191,50.75190476190476,Rainy,Summer,Tuesday,False,5
Clothing,2022-01-26,2505,56.652499999999996,10.0,0.6,56.576,Snowy,Winter,Wednesday,False,5
